custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
2553-FRAOFI-SZX,Zone 5,3,Male,25,25-34,March,14,High school degree,Service,No,2,2 to 5,No,27,3.3,$25 - $49,10.3,1.22,0.19,1.57,0.45,Yes,Somewhat dissatisfied,Unmarried,-1,Not married,1,5,0,0,0,0,0,0,5,Rent,Single-family,5,4 to 7,2,Own,Domestic,10.9,Economy,No,Yes,Bus,Public transportation,25,Yes,No,No,Yes,Yes,Yes,0,Yes,0,Yes,No response,Extremely liberal,Yes,Yes,Yes,American Express,Other,Cash back,No,4,2,Visa,Other,Airline miles,No,3,2 to 5,14,1103.65,7,687.1,Yes,Cereal,10,No,3.9,1.36,40.85,3.71,1,14.5,2.67,138.9,4.93,Yes,34.9,3.55,317.7,5.76,Yes,16.5,2.8,145,4.98,Yes,17,2.83,157.05,5.06,0,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,17,Yes,Yes,No,Yes,Yes,Yes,No,No,No,1,No,No
1074-ITVHJW-E23,Zone 5,5,Female,26,25-34,January,12,High school degree,Agricultural and Natural Resources,No,5,2 to 5,No,23,3.14,Under $25,3.4,0.04,-3.28,0.74,-0.3,No,Somewhat dissatisfied,Married,12,High school degree,6,0,0,0,0,0,0,0,0,Own,Mobile Home,3,4 to 7,1,Own,Domestic,13.6,Economy,Yes,No,Walk,Non-motorized,22,No,No,No,No,No,Yes,0,Yes,0,No,No response,Moderate,No,No,No,Discover,Gold,None,No,9,3,Visa,Platinum,Airline miles,No,8,6 to 10,11,148.14,2,28.77,Yes,Energy bar,35,No,9.45,2.25,307.8,5.73,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,DSL,No,No,No,No,No,Yes,27,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No
1233-HYIQUW-R97,Zone 5,5,Female,73,>65,June,7,Did not complete high school,Managerial and Professional,No,9,6 to 10,No,25,3.22,$25 - $49,10.7,0.68,-0.39,2,0.69,No,Highly satisfied,Unmarried,-1,Not married,1,4,0,2,0,0,0,2,0,Rent,Multiple-Family,32,More than 25,2,Lease,Domestic,14.4,Economy,Yes,No,Car,Single occupancy,29,Yes,No,No,Yes,No,No,0,No,0,No,Prices,Conservative,Yes,No,Yes,Mastercard,Gold,Other,No,16,5,Discover,None,Cash back,Yes,12,11 to 15,13,406.93,2,65.87,Yes,Oatmeal,37,No,6.1,1.81,219.4,5.39,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,18,2.89,635,6.45,No,0,#NULL!,0,#NULL!,1,No,No,None,No,No,No,No,No,Yes,26,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes
1585-LMTCZT-US5,Zone 3,1,Female,63,50-64,November,17,College degree,Managerial and Professional,No,12,11 to 15,No,59,4.08,$50 - $74,10.4,0.87,-0.14,5.26,1.66,No,Neutral,Unmarried,-1,Not married,1,0,0,0,0,0,0,0,0,Own,Multiple-Family,29,More than 25,2,Own,Domestic,28.9,Standard,Yes,Yes,Car,Single occupancy,21,Yes,No,No,Yes,No,No,1,Yes,0,No,No response,Conservative,No,No,Yes,Visa,None,Other,No,12,4,Mastercard,Other,1,No,14,11 to 15,5,119.21,0,0,No,Oatmeal,31,No,8.75,2.17,281,5.64,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,1,No,No,DSL,No,No,No,No,Yes,Yes,15,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No
9621-YAXANT-7FF,Zone 4,3,Female,57,50-64,February,21,Post-undergraduate degree,Managerial and Professional,No,5,2 to 5,Yes,19,2.94,Under $25,9.2,0.35,-1.04,1.39,0.33,No,Somewhat satisfied,Unmarried,-1,Not married,1,0,0,0,0,0,0,0,0,Rent,Multiple-Family,18,16 to 25,0,N/A,N/A,-1,N/A,N/A,Yes,Carpool,Multiple occupancy,22,No,No,Yes,Yes,No,No,0,Yes,0,No,No response,Slightly liberal,No,Yes,Yes,Discover,None,None,No,15,4,Mastercard,Gold,Other,No,7,6 to 10,11,435.65,3,83.89,No,Oatmeal,40,No,14.4,2.67,581.85,6.37,1,14.75,2.69,590.15,6.38,Yes,58.8,4.07,2283.7,7.73,Yes,32.5,3.48,1315,7.18,Yes,56.25,4.03,2152.2,7.67,1,Yes,Yes,Other,Yes,Yes,Yes,No,Yes,Yes,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
5390-QYNMKM-GIT,Zone 4,4,Female,24,18-24,May,15,Some college,Service,No,1,Less than 2,No,19,2.94,Under $25,4,0.33,-1.12,0.43,-0.83,Yes,Highly dissatisfied,Married,17,College degree,5,6,0,1,1,0,0,0,4,Rent,Single-family,4,4 to 7,2,Own,Domestic,10.3,Economy,Yes,No,Train/Subway,Public transportation,31,No,No,No,No,Yes,No,0,No,0,No,Convenience,Liberal,Yes,No,Yes,Visa,Platinum,Airline miles,No,1,1,Discover,None,Other,No,1,Less than 2,5,77.32,0,0,Yes,Cereal,3,Yes,2.9,1.06,6.5,1.87,0,0,#NULL!,0,#NULL!,Yes,24.85,3.21,47.85,3.87,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,Yes,No,Cable modem,No,No,No,Yes,Yes,Yes,16,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
2580-QKFVLS-05A,Zone 5,3,Female,76,>65,January,11,Did not complete high school,Sales and Office,No,23,More than 15,No,40,3.69,$25 - $49,6.9,1.67,0.51,1.09,0.09,No,Highly satisfied,Unmarried,-1,Not married,1,0,0,0,0,0,0,0,0,Own,Single-family,33,More than 25,2,Own,Import,10.5,Economy,No,Yes,Car,Single occupancy,29,Yes,No,Yes,No,No,No,0,No,0,No,No response,Moderate,No,No,No,Mastercard,Other,Other,No,38,5,Visa,Other,Airline miles,No,26,More than 15,11,422.03,8,271.73,No,Oatmeal,70,Yes,29.45,3.38,2180,7.69,0,0,#NULL!,0,#NULL!,Yes,44.55,3.8,3139.25,8.05,Yes,11.5,2.44,735,6.6,Yes,40.25,3.7,2804.7,7.94,1,Yes,Yes,Cable modem,No,No,Yes,No,Yes,Yes,18,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No
0615-TRETYC-4JU,Zone 3,2,Female,65,>65,January,20,Post-undergraduate degree,"Operation, Fabrication, General Labor",No,11,11 to 15,No,172,5.15,$125+,10.3,12.03,2.49,5.69,1.74,No,Somewhat satisfied,Unmarried,-1,Not married,1,4,2,2,0,0,0,0,0,Own,Single-family,46,More than 25,1,Own,Domestic,58.4,Luxury,Yes,No,Motorcycle,Single occupancy,27,No,Yes,No,No,No,No,0,No,0,Yes,No response,Moderate,No,No,No,American Express,Other,Airline miles,No,28,5,Discover,Other,Other,Yes,21,More than 15,11,593.02,6,249.82,No,Cereal,59,Yes,12.8,2.55,760.45,6.63,0,0,#NULL!,0,#NULL!,Yes,27.1,3.3,1582.25,7.37,Yes,14.25,2.66,820,6.71,No,0,#NULL!,0,#NULL!,1,No,No,Cable modem,No,No,No,No,No,Yes,19,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes
1967-XURQTC-517,Zone 5,1,Female,54,50-64,November,8,Did not complete high school,"Precision Production, Craft, Repair",No,25,More than 15,No,85,4.44,$75 - $124,7.4,0.5,-0.69,5.79,1.76,No,Highly satisfied,Married,8,Did not complete high school,2,6,0,0,0,0,2,0,4,Own,Single-family,20,16 to 25,4,Own,Import,54.9,Luxury,Yes,Yes,Car,Single occupancy,18,Yes,No,Yes,No,Yes,No,0,No,0,No,No response,Conservative,No,No,No,Visa,Gold,None,No,26,5,Mastercard,Other,Other,No,18,More than 15,17,510.14,9,404.53,No,Cereal,40,No,10.2,2.32,417.6,6.03,1,18.5,2.92,764.9,6.64,No,0,#NULL!,0,#NULL!,Yes,7.75,2.05,280,5.63,No,0,#NULL!,0,#NULL!,1,Yes,No,None,Yes,Yes,Yes,Yes,No,Yes,15,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No
9550-BYTUWR-QG4,Zone 5,4,Male,19,18-24,June,14,High school degree,Sales and Office,No,0,Less than 2,No,25,3.22,$25 - $49,9.9,0.92,-0.08,1.55,0.44,No,Highly dissatisfied,Married,14,High school degree,4,2,2,0,0,0,0,0,0,Rent,Condominium/Townhouse,0,Less than 3,3,Own,Import,12.1,Economy,No,Yes,Car,Single occupancy,29,Yes,No,No,Yes,No,Yes,0,No,0,No,No response,Slightly liberal,No,No,No,Discover,Other,Cash back,No,1,1,American Express,Other,Airline miles,No,1,Less than 2,11,289.85,3,138.59,Yes,Cereal,13,No,4.05,1.4,57.85,4.06,1,18,2.89,220.5,5.4,No,0,#NULL!,0,#NULL!,Yes,29.25,3.38,355,5.87,No,0,#NULL!,0,#NULL!,0,No,No,None,Yes,Yes,Yes,Yes,No,Yes,19,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,1,No,No
1495-PIDPIA-2Y8,Zone 5,5,Female,26,25-34,March,14,High school degree,"Operation, Fabrication, General Labor",No,2,2 to 5,No,24,3.18,Under $25,13.7,0.42,-0.87,2.87,1.05,Yes,Somewhat dissatisfied,Unmarried,-1,Not married,3,0,0,0,0,0,0,0,0,Own,Condominium/Townhouse,4,4 to 7,1,Own,Import,13,Economy,No,Yes,Bus,Public transportation,33,No,Yes,Yes,Yes,Yes,No,0,Yes,0,No,No response,Moderate,Yes,No,Yes,American Express,Platinum,Cash back,No,1,1,Visa,Gold,Airline miles,No,1,Less than 2,16,1152.2,3,202.45,No,Cereal,2,Yes,3.2,1.16,8.25,2.11,0,0,#NULL!,0,#NULL!,Yes,26.3,3.27,39.1,3.67,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,DSL,No,No,No,No,Yes,Yes,24,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
2038-OVSVLN-8NO,Zone 2,2,Female,22,18-24,April,17,College degree,Managerial and Professional,No,0,Less than 2,No,20,3,Under $25,8.4,0.71,-0.35,0.97,-0.03,Yes,Highly dissatisfied,Unmarried,-1,Not married,1,5,0,0,0,0,0,0,5,Rent,Multiple-Family,1,Less than 3,0,N/A,N/A,-1,N/A,N/A,No,Bus,Public transportation,21,No,No,No,Yes,No,Yes,0,No,0,No,Convenience,Slightly conservative,Yes,No,No,Mastercard,Platinum,Other,No,4,2,American Express,Platinum,Cash back,Yes,4,2 to 5,9,255.78,7,159.03,Yes,Energy bar,15,No,5.3,1.67,71.6,4.27,1,20,3,305,5.72,No,0,#NULL!,0,#NULL!,Yes,16.5,2.8,230,5.44,Yes,24.6,3.2,333.35,5.81,0,Yes,No,Dial-up,Yes,No,Yes,No,No,Yes,20,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
2329-BWHBBG-KOB,Zone 3,2,Female,45,35-49,June,16,Some college,Sales and Office,No,3,2 to 5,No,51,3.93,$50 - $74,10.9,3.52,1.26,2.04,0.71,No,Neutral,Married,12,High school degree,3,0,0,0,0,0,0,0,0,Rent,Multiple-Family,16,16 to 25,2,Own,Import,23.5,Standard,No,No,Train/Subway,Public transportation,20,Yes,No,No,No,Yes,No,0,Yes,0,No,No response,Extremely liberal,Yes,Yes,No,American Express,Platinum,None,No,20,5,Mastercard,None,Airline miles,No,11,11 to 15,8,617.63,4,250.03,Yes,Cereal,25,Yes,5.15,1.64,157.35,5.06,0,0,#NULL!,0,#NULL!,Yes,40.3,3.7,959.2,6.87,No,0,#NULL!,0,#NULL!,Yes,20.55,3.02,578.85,6.36,1,No,No,DSL,No,No,No,No,Yes,Yes,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
1613-GNANGZ-9A1,Zone 5,5,Female,66,>65,August,13,High school degree,Sales and Office,No,3,2 to 5,No,36,3.58,$25 - $49,8.9,1.04,0.04,2.17,0.77,No,Somewhat dissatisfied,Unmarried,-1,Not married,1,1,0,1,0,0,0,0,0,Rent,Single-family,40,More than 25,2,Lease,Domestic,17.2,Economy,No,Yes,Car,Single occupancy,29,Yes,Yes,No,No,No,No,1,Yes,0,No,Prices,Moderate,Yes,No,Yes,Discover,Platinum,None,No,11,4,Mastercard,Other,Airline miles,No,9,6 to 10,5,68.39,2,38.57,No,Oatmeal,32,No,3.9,1.36,147.65,4.99,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,34,3.53,1015,6.92,No,0,#NULL!,0,#NULL!,0,No,No,Dial-up,No,No,No,No,No,Yes,24,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
9169-WRICRN-Y45,Zone 3,3,Female,74,>65,August,14,High school degree,Sales and Office,No,7,6 to 10,No,20,3,Under $25,11.3,0.78,-0.25,1.48,0.39,No,Highly dissatisfied,Unmarried,-1,Not married,1,8,0,0,0,0,0,0,8,Own,Single-family,36,More than 25,4,Lease,Import,8.4,Economy,No,No,Car,Single occupancy,27,Yes,No,No,No,No,No,0,No,0,No,Prices,Conservative,No,Yes,No,Mastercard,Other,Other,Yes,23,5,Discover,Gold,Airline miles,No,20,More than 15,10,166.58,2,28.63,No,Cereal,54,Yes,8.8,2.17,531.35,6.28,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,18.25,2.9,995,6.9,No,0,#NULL!,0,#NULL!,1,No,No,Cable modem,No,No,No,No,No,Yes,20,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No
8547-RLCZHH-HZ6,Zone 3,2,Male,49,35-49,June,9,Did not complete high school,Sales and Office,No,4,2 to 5,No,45,3.81,$25 - $49,2.8,0.36,-1.01,0.9,-0.11,No,Somewhat satisfied,Married,7,Did not complete high school,3,0,0,0,0,0,0,0,0,Own,Single-family,28,More than 25,3,Own,Import,28.8,Standard,Yes,No,Car,Single occupancy,12,Yes,No,Yes,Yes,No,No,1,No,0,No,No response,Conservative,Yes,No,No,Mastercard,Gold,Other,No,31,5,Visa,None,Airline miles,No,25,More than 15,7,183.51,1,15.2,No,Cereal,69,No,27.25,3.31,1854.4,7.53,1,33.75,3.52,2247,7.72,No,0,#NULL!,0,#NULL!,Yes,21.5,3.07,1465,7.29,No,0,#NULL!,0,#NULL!,0,No,No,None,Yes,No,Yes,Yes,No,Yes,17,Yes,Yes,Yes,No,No,No,No,No,Yes,1,No,No
0394-MDULKL-PC7,Zone 4,1,Male,37,35-49,June,17,College degree,Sales and Office,No,1,Less than 2,No,60,4.09,$50 - $74,20.4,4.1,1.41,8.14,2.1,Yes,Highly dissatisfied,Married,20,Post-undergraduate degree,3,5,0,0,0,0,0,0,5,Rent,Multiple-Family,9,8 to 15,3,Own,Import,33.2,Standard,No,No,Car,Single occupancy,25,Yes,Yes,Yes,No,No,No,0,No,0,No,No response,Conservative,Yes,No,Yes,Discover,Platinum,Cash back,No,16,5,Visa,Gold,Cash back,No,17,More than 15,12,228.17,0,0,No,Energy bar,56,No,12.25,2.51,635.4,6.45,1,33.5,3.51,1895.9,7.55,No,0,#NULL!,0,#NULL!,Yes,15.5,2.74,875,6.77,No,0,#NULL!,0,#NULL!,0,No,No,None,Yes,Yes,Yes,Yes,No,Yes,26,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
9963-LIXPAS-PYV,Zone 5,5,Female,25,25-34,May,10,Did not complete high school,Service,No,3,2 to 5,No,22,3.09,Under $25,24.8,2.18,0.78,3.28,1.19,Yes,Neutral,Married,9,Did not complete high school,3,4,0,4,0,0,0,0,0,Own,Single-family,5,4 to 7,2,Own,Import,10.2,Economy,Yes,No,Carpool,Multiple occupancy,30,No,No,Yes,Yes,No,Yes,0,Yes,0,No,No response,Slightly liberal,Yes,No,No,American Express,Platinum,Other,No,6,3,Mastercard,Gold,Cash back,No,3,2 to 5,10,203.79,9,125.44,Yes,Oatmeal,12,Yes,6.4,1.86,84.5,4.44,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,DSL,No,No,No,No,No,Yes,22,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No
7870-VOETWJ-7XW,Zone 1,2,Female,43,35-49,August,20,Post-undergraduate degree,Agricultural and Natural Resources,No,14,11 to 15,No,134,4.9,$125+,10.8,4.39,1.48,10.09,2.31,No,Somewhat dissatisfied,Married,19,College degree,2,5,1,0,0,0,0,0,4,Own,Condominium/Townhouse,18,16 to 25,3,Own,Domestic,67.6,Luxury,No,No,Car,Single occupancy,24,Yes,Yes,No,No,No,No,0,Yes,0,Yes,No response,Slightly liberal,Yes,Yes,Yes,American Express,Platinum,Other,No,10,3,Mastercard,Other,Cash back,No,8,6 to 10,8,488.97,4,303.5,No,Energy bar,15,Yes,4.2,1.44,39.9,3.69,1,23.5,3.16,295.7,5.69,No,0,#NULL!,0,#NULL!,Yes,8,2.08,105,4.65,Yes,27.45,3.31,406.9,6.01,1,No,Yes,Cable modem,Yes,Yes,Yes,Yes,Yes,Yes,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
5913-VZNLLP-INS,Zone 5,5,Female,51,50-64,November,15,Some college,Sales and Office,No,7,6 to 10,No,33,3.5,$25 - $49,23.1,2.57,0.94,5.05,1.62,Yes,Neutral,Married,14,High school degree,2,1,0,0,0,0,1,0,0,Own,Single-family,14,8 to 15,4,Own,Import,18,Economy,Yes,No,Car,Single occupancy,22,Yes,No,No,No,Yes,No,1,Yes,0,No,Service,Liberal,Yes,No,No,Mastercard,Other,Airline miles,No,32,5,Visa,Platinum,1,No,21,More than 15,12,211.81,6,170.15,No,Cereal,66,No,18.25,2.9,1203,7.09,1,34.75,3.55,2324.75,7.75,No,0,#NULL!,0,#NULL!,Yes,20.25,3.01,1355,7.21,No,0,#NULL!,0,#NULL!,1,No,No,None,No,No,Yes,Yes,No,Yes,25,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No
3849-BYRQMO-XT2,Zone 5,3,Male,44,35-49,February,19,College degree,Service,No,10,6 to 10,No,35,3.56,$25 - $49,10.9,1.97,0.68,1.84,0.61,No,Neutral,Unmarried,-1,Not married,1,0,0,0,0,0,0,0,0,Own,Single-family,20,16 to 25,4,Own,Domestic,17.7,Economy,No,Yes,Car,Single occupancy,31,Yes,No,Yes,No,No,No,0,Yes,0,No,No response,Moderate,No,No,No,Visa,Gold,Airline miles,No,26,5,American Express,None,1,No,23,More than 15,14,314.31,1,27.52,Yes,Cereal,62,No,21.8,3.08,1362.4,7.22,0,0,#NULL!,0,#NULL!,Yes,42.4,3.75,2475.7,7.81,Yes,33.75,3.52,2065,7.63,Yes,40.55,3.7,2448.45,7.8,1,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,33,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No
2237-XTNODS-GUM,Zone 3,1,Male,63,50-64,November,18,College degree,"Operation, Fabrication, General Labor",No,24,More than 15,No,130,4.87,$125+,12.6,6.36,1.85,10.02,2.31,No,Highly satisfied,Unmarried,-1,Not married,1,1,0,0,1,0,0,0,0,Own,Multiple-Family,42,More than 25,3,Own,Import,60.5,Luxury,No,No,Walk,Non-motorized,19,Yes,No,No,No,No,No,0,Yes,0,No,No response,Moderate,No,No,No,Discover,None,Cash back,No,21,5,Visa,Gold,Other,No,16,More than 15,9,145.45,6,142.51,No,Oatmeal,46,No,17.6,2.87,790.65,6.67,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,Yes,6,1.79,265,5.58,No,0,#NULL!,0,#NULL!,1,No,No,Cable modem,Yes,No,No,No,No,Yes,14,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No
1388-XGLTIZ-04L,Zone 4,3,Male,21,18-24,July,16,Some college,Agricultural and Natural Resources,No,0,Less than 2,No,38,3.64,$25 - $49,5.5,1.45,0.37,0.64,-0.44,No,Highly dissatisfied,Married,12,High school degree,4,0,0,0,0,0,0,0,0,Own,Single-family,1,Less than 3,3,Own,Domestic,22.6,Standard,No,No,Car,Single occupancy,17,Yes,No,No,Yes,No,No,0,No,0,No,Prices,Slightly liberal,No,No,No,Mastercard,Other,Other,No,3,2,American Express,Platinum,Other,No,3,2 to 5,12,355.09,8,316.48,Yes,Cereal,10,No,5.35,1.68,52.1,3.95,0,0,#NULL!,0,#NULL!,Yes,25.7,3.25,226.7,5.42,Yes,15.5,2.74,130,4.87,No,0,#NULL!,0,#NULL!,0,No,No,Dial-up,Yes,No,Yes,No,No,Yes,18,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No
0407-SLTYDQ-NGJ,Zone 5,2,Male,19,18-24,April,12,High school degree,Agricultural and Natural Resources,Yes,0,Less than 2,No,24,3.18,Under $25,14.1,1.66,0.51,1.73,0.55,Yes,Highly dissatisfied,Unmarried,-1,Not married,1,8,2,0,0,0,0,0,6,Own,Single-family,0,Less than 3,0,N/A,N/A,-1,N/A,N/A,Yes,Bus,Public transportation,19,No,No,Yes,Yes,No,No,0,No,0,No,Prices,Slightly conservative,No,Yes,Yes,Discover,Other,None,Yes,1,1,Visa,None,Airline miles,No,1,Less than 2,3,53.84,0,0,No,Energy bar,15,No,11.2,2.42,169.25,5.13,0,0,#NULL!,0,#NULL!,Yes,30.7,3.42,351.7,5.86,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,1,No,No,Dial-up,Yes,No,No,No,Yes,Yes,25,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
3279-UIFXHV-NMT,Zone 3,2,Male,50,50-64,May,15,Some college,Sales and Office,No,4,2 to 5,No,34,3.53,$25 - $49,12.1,1.94,0.66,2.17,0.78,No,Somewhat dissatisfied,Married,11,Did not complete high school,4,4,0,0,0,0,0,0,4,Rent,Single-family,5,4 to 7,2,Lease,Import,12.5,Economy,Yes,No,Bus,Public transportation,17,Yes,No,No,Yes,No,Yes,0,No,0,Yes,No response,Slightly liberal,No,Yes,No,Visa,Other,Other,Yes,26,5,Mastercard,Other,Other,Yes,19,More than 15,9,158.06,3,40.34,Yes,Oatmeal,57,No,16.05,2.78,868.2,6.77,1,25.25,3.23,1479.35,7.3,No,0,#NULL!,0,#NULL!,Yes,15.75,2.76,960,6.87,No,0,#NULL!,0,#NULL!,0,No,No,None,Yes,Yes,Yes,Yes,No,Yes,18,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
3518-TYPNAR-I9S,Zone 2,3,Male,48,35-49,March,20,Post-undergraduate degree,Sales and Office,No,3,2 to 5,No,226,5.42,$125+,12.7,6.06,1.8,22.65,3.12,Yes,Highly dissatisfied,Married,17,College degree,2,1,0,1,0,0,0,0,0,Own,Single-family,22,16 to 25,2,Own,Import,76,Luxury,No,No,Car,Single occupancy,32,Yes,No,No,No,No,No,0,No,0,No,Convenience,Conservative,Yes,No,Yes,American Express,None,Airline miles,No,21,5,Discover,Other,Airline miles,No,11,11 to 15,9,983.27,3,280.09,Yes,Energy bar,41,Yes,10.85,2.38,463.2,6.14,1,49.75,3.91,2032.6,7.62,Yes,63.55,4.15,2518.45,7.83,Yes,16.5,2.8,655,6.48,Yes,91.15,4.51,3606.85,8.19,1,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
9700-ABSJSP-IP3,Zone 1,4,Female,67,>65,August,9,Did not complete high school,Managerial and Professional,Yes,13,11 to 15,No,96,4.56,$75 - $124,2.2,1.56,0.45,0.55,-0.6,No,Highly satisfied,Married,10,Did not complete high school,2,8,0,1,0,0,0,0,7,Own,Single-family,28,More than 25,1,Own,Import,41.7,Luxury,Yes,No,Bus,Public transportation,33,No,Yes,Yes,Yes,No,Yes,0,No,0,No,No response,Conservative,Yes,Yes,Yes,Mastercard,Gold,Airline miles,No,10,3,Visa,Platinum,Airline miles,No,8,6 to 10,9,266.12,5,184.88,No,Oatmeal,23,No,6.4,1.86,132.9,4.89,1,51.5,3.94,1131.9,7.03,No,0,#NULL!,0,#NULL!,Yes,19.5,2.97,435,6.08,No,0,#NULL!,0,#NULL!,0,Yes,Yes,None,Yes,Yes,Yes,Yes,No,Yes,30,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes
7524-LLKYHT-GPQ,Zone 2,1,Female,30,25-34,September,13,High school degree,"Operation, Fabrication, General Labor",No,7,6 to 10,No,16,2.77,Under $25,9.3,0.86,-0.15,0.63,-0.46,No,Highly dissatisfied,Married,16,Some college,2,1,0,1,0,0,0,0,0,Own,Single-family,6,4 to 7,4,Lease,Import,6.1,Economy,Yes,No,Car,Single occupancy,21,Yes,No,No,No,No,No,0,No,0,No,No response,Liberal,Yes,No,Yes,Mastercard,Gold,Airline miles,No,12,4,Other,Gold,Other,Yes,12,11 to 15,11,311.54,6,174.82,Yes,Cereal,35,No,9.95,2.3,324.6,5.78,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,1,No,No,None,No,Yes,No,Yes,No,Yes,20,Yes,Yes,Yes,No,No,No,Yes,No,No,1,No,No
0850-WTYIMC-UY6,Zone 3,3,Male,36,35-49,May,20,Post-undergraduate degree,Service,No,1,Less than 2,No,37,3.61,$25 - $49,8.2,0.05,-3.09,2.99,1.09,No,Somewhat satisfied,Married,19,College degree,2,3,1,2,0,0,0,0,0,Own,Condominium/Townhouse,4,4 to 7,5,Own,Import,14.5,Economy,No,No,Car,Single occupancy,24,Yes,No,No,No,Yes,No,0,Yes,0,No,Prices,Slightly conservative,No,No,Yes,Discover,Other,None,No,11,4,American Express,None,Other,No,4,2 to 5,15,341.3,4,100.51,Yes,Cereal,22,Yes,3.95,1.37,88.65,4.48,0,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,No,0,#NULL!,0,#NULL!,0,No,No,Dial-up,No,No,No,No,No,Yes,17,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No
